id,affinity
5mg2,7.77
6fnq,4.59
5u0z,6.19
4g8m,7.89
5ka7,4.35
3b3c,3.98
1d4k,9.22
5mgj,4.29
6jag,4.5
4q93,4.65
4rww,5.85
1fjs,9.96
5kqy,9.29
1c87,4.2
4arb,5.89
5c1w,5.06
5epn,8.66
4pqa,5.55
4oiv,5.08
3zpu,8.38
6oqd,9.85
5isz,4.49
3jya,6.89
3rz8,8.17
1wht,3.7
6pia,4.96
5kh3,4.22
2uyn,2.7
5nee,10.7
2qi6,10.57
2std,9.85
3k4q,5.34
2fqx,7.15
2vot,7.14
2erz,5.66
6gzm,8.26
3u90,4.62
6g0z,5.32
2wer,7.05
2xei,10.62
5ewk,4.85
1mrw,9.7
2pwg,4.82
1sw2,7.22
3s0e,6.55
2p3a,7.96
3qdd,8.77
3ip6,6.6
4bb9,6.0
4zae,8.44
1wn6,4.68
6gfz,5.51
6eqx,10.47
6eol,7.43
4k9y,6.95
4zv2,2.93
2cli,4.3
6bm6,4.68
1j16,3.84
1hvj,11.4
3pwd,6.66
5uv2,4.4
1x39,9.22
1hn4,3.82
3hzk,6.7
5mes,6.47
4qll,3.38
5vd0,6.49
3eax,4.92
1c4u,10.37
3buh,3.66
2x0y,4.6
3d6o,4.11
4f39,5.7
3hit,8.19
6dl2,7.48
2j94,6.27
1fh9,6.43
3fvn,6.77
5kr0,9.15
4jne,5.86
4cc5,4.42
4km2,5.84
2jdp,6.6
4ayp,6.12
2nta,4.8
5y12,6.23
6n8x,5.7
3dnd,4.8
5lom,7.13
1oyt,7.24
2q8m,4.03
5ljq,9.0
4qrh,5.15
1h22,9.1
3twp,3.92
5jhk,4.64
1qy2,5.74
4qer,7.54
2r58,2.0
6qqw,4.72
4yx4,5.97
2j4i,9.0
4yzu,5.05
1sqo,7.46
2qpq,6.37
4gkm,5.17
1xff,4.82
2flr,6.1
6dys,4.25
3zq9,6.02
1f8e,4.82
1egh,5.7
3f8f,6.63
6guk,6.15
4ngp,7.96
1ydd,7.07
4ty7,9.52
4ibe,4.15
4zek,5.66
4ghi,7.09
2yz3,6.66
1usn,7.74
2e2r,8.26
3c2f,2.0
1qbo,7.74
6rtw,6.43
1eoc,6.05
1a94,7.85
5amg,8.22
6cze,4.03
1b05,7.12
5amd,8.55
1ez9,5.1
5o1d,4.66
3r24,5.25
6bbx,6.67
1hxw,10.82
5hz6,7.8
3udd,7.1
3ta0,3.47
5d2r,5.82
3ts4,8.72
3lk8,7.71
2xej,8.87
5u6j,7.64
2wed,6.1
5vih,7.49
2am4,3.72
2wos,3.9
4pcs,7.85
1bju,4.8
4b7j,7.95
1ie9,10.19
5ovp,5.04
6gnr,5.44
2hmu,7.7
5laq,9.2
4b7r,9.64
2pvk,8.3
5g45,3.3
1oss,4.79
4o2p,6.7
1s38,5.15
1bzc,4.92
2iwx,6.68
6qrc,4.89
5dq8,4.14
3ueu,5.24
4zbf,7.13
5d3l,6.06
1pb9,3.62
3oyw,4.11
4ruz,7.64
4h42,3.47
1x8d,2.21
2vwn,8.0
2xc4,8.05
2i19,7.8
5c5t,3.13
4tz2,3.46
1b3f,6.89
2vwo,7.51
4elf,8.03
6hq7,6.11
1kpm,5.8
5n0f,6.05
1k6t,7.62
6eq1,4.61
4ca8,6.68
1fcx,7.19
5j41,3.7
2q55,8.69
4l4v,5.78
1q7a,7.19
3d4y,5.7
5n31,5.79
4abe,3.4
6eij,5.77
1o86,9.57
3q1x,5.33
1ezq,9.05
4a4v,6.54
5ipj,8.89
1kyv,5.92
6b98,4.65
4xtw,9.03
5kat,4.1
1moq,3.46
4ei4,8.74
3v51,8.55
4mc1,7.85
4omk,4.4
1qxk,5.05
3ov1,5.2
5eqy,8.0
4bs0,5.7
1jq8,6.0
5ma7,3.47
4wov,7.14
3nhi,8.43
2xp7,5.77
1ghv,4.35
4ezx,5.8
187l,3.37
6fhu,2.64
2ya8,5.75
1hsl,7.19
4msn,4.03
1fch,7.15
3rv4,2.3
6ior,4.31
3hk1,6.17
6r8o,8.22
4l4z,5.68
3gqz,2.17
4qf9,4.43
4msc,5.96
5nw0,6.52
3lir,6.92
3t84,6.97
1yp9,5.11
4hbm,7.92
1pbq,6.27
4ahr,2.19
4exs,4.41
3kdm,7.0
1f4g,6.48
4gfo,6.62
4gzp,7.84
2vhj,3.9
2xye,8.34
2jh5,6.44
3d0e,8.4
1gaf,8.0
6c2r,9.1
3d52,3.28
1fl3,6.8
4z1j,8.11
4e70,5.28
1oba,2.44
5tpx,6.55
5kma,4.71
4rr6,6.0
5u0f,5.47
5n3v,4.34
3rsx,4.41
6gwe,7.38
1b6k,8.74
3f33,3.34
4gj3,8.85
5sz3,8.6
5yas,3.26
5t9u,7.6
3suw,4.7
