id,affinity
2bvr,3.7
4r06,6.29
6gvz,6.4
4zec,5.82
1xpz,7.08
4k5p,3.46
5l30,9.14
4xir,6.94
6nwl,7.37
5nvx,7.05
5j2x,7.74
6d2o,5.3
1sbg,7.74
1lbk,3.18
6ets,5.64
6maj,7.47
5nxw,7.24
2rcn,6.0
6nu5,5.15
6oqc,10.4
2azr,3.64
4yhm,9.76
6q3z,7.36
5hbn,4.89
6upj,6.32
4jyt,7.4
2ax9,9.52
5t8o,6.51
8a3h,4.06
4b35,2.89
3tfu,3.28
5o4f,6.68
3znr,7.44
4wk1,5.89
5g5f,5.28
4loh,6.96
4ezr,5.2
3s8o,6.85
3fwv,5.64
1w96,8.41
5t7s,4.1
5mxf,3.59
2xpk,11.3
3cyx,8.0
3fuz,6.54
1b2h,4.54
5vm0,8.8
4cpw,7.5
5wbm,4.7
4q4r,6.43
3kqr,4.43
6n79,9.68
4j46,5.28
5vd2,7.1
5vyy,6.21
1gi1,5.47
1jlr,3.33
3su0,6.79
3g5k,9.52
3ldp,5.62
1apv,9.0
3coy,6.02
3qfd,4.17
1gar,10.0
6no9,10.52
5mz8,2.31
2hu6,3.81
2whp,4.0
4lbu,6.56
1vzq,7.44
1xk9,6.85
1b8n,10.52
5mwy,7.0
4dko,6.52
4crb,7.57
2zcr,6.87
2r2w,4.47
3u9q,4.38
3mho,6.49
5e6o,4.11
6g98,6.15
2j27,3.52
3h5b,10.0
2cen,8.3
5cjf,9.59
2fx6,3.7
5j6m,8.57
3hl7,7.64
4cd0,9.7
5mo8,5.79
5kej,5.11
5fnt,6.17
3zdv,5.48
6qav,8.31
1lee,7.74
3hp9,4.59
5iwg,6.46
2jdm,5.4
6epa,5.95
2wn9,8.52
2y8c,6.4
3n35,3.37
3fcq,2.77
3g34,2.96
1gnn,5.68
1sqt,6.2
3f3a,4.19
6nu1,4.51
5f2p,4.43
6g3a,8.38
3oe5,6.88
2vxn,5.0
1b32,7.1
4nuc,6.04
4gki,4.46
5eij,5.31
3v5p,8.96
1njd,5.57
4rrg,2.81
6dz2,8.85
4xu0,9.11
2bal,6.31
1o2h,7.17
1x1z,11.06
5ymx,6.92
5htz,8.62
4mrg,2.96
5dqc,7.34
3k8q,11.28
5u14,5.34
2qw1,3.9
4djx,7.23
4na9,7.39
1ro6,6.46
4iid,5.62
6s5k,7.32
6d9x,3.49
1c88,5.29
1g4o,8.25
1li6,3.8
5zaf,6.78
4cra,7.22
4itp,7.27
6e23,10.0
2q89,6.3
5j6a,7.77
1a99,5.7
2c1p,5.4
1fkw,5.05
4ew2,6.68
5b25,10.24
1onz,5.1
2cle,3.55
3nex,6.0
6gg4,3.69
2psv,7.24
4u1b,5.31
3su2,7.35
1os0,6.03
5wcm,4.0
5yum,3.65
2ovy,8.4
5n84,7.96
3h78,4.24
6ajr,4.31
1uho,9.22
3uw5,7.85
1lke,7.52
1e6s,3.22
4oc5,7.07
4qtl,6.92
1ugx,5.91
2b1g,6.64
4w9p,7.8
1yei,7.46
5fnd,3.49
3v5t,8.22
2epn,7.22
1mq5,9.0
5oh3,3.87
6g2s,8.4
4i5c,8.82
3bv9,5.36
3s2v,6.8
3cow,6.9
5ep7,5.4
3qto,4.13
1zog,7.15
6f9u,5.13
6mqe,11.29
4ido,4.93
3lp4,4.88
4n9c,3.9
5l7g,7.8
6e5l,7.18
3l4x,6.89
3i4b,8.15
6j3o,5.62
1uwt,5.97
3p58,7.6
2r5p,8.48
1afl,6.28
2qhy,7.48
5o9o,4.89
1ppl,8.55
6dyr,3.66
1ai5,3.72
2pu1,5.85
2xjj,6.51
6j0o,4.92
2oag,8.47
4ovh,4.85
4bt4,3.34
4jpy,4.43
1pz5,5.4
4m8h,7.6
1gi7,4.51
4emf,7.08
1ceb,6.0
2wc3,6.08
5o5a,4.77
3kgq,2.3
6dgq,5.51
2yfe,6.63
2d3u,6.92
2ctc,3.89
2f9k,7.07
4w9j,6.23
3vd4,4.82
6ht1,7.11
5ovv,4.48
4g8n,7.2
3egt,8.9
5nw1,6.6
4rak,7.85
4djv,6.72
2pou,7.42
2vpo,5.42
1cps,6.66
3pbb,7.02
4oma,4.17
1s39,7.7
2xhm,6.8
5tuo,6.49
3roc,8.19
5hvt,7.26
5ucj,6.36
6d50,5.05
3sm2,9.7
5twj,5.25
4euo,5.05
1fao,7.37
3jup,5.58
5tcy,7.66
5o07,7.47
1a4r,6.66
5wal,8.77
2pvm,6.44
5ti0,4.21
3k99,7.22
4twp,10.0
6g36,7.79
4qjx,7.28
4az5,5.99
4hy1,8.7
2ves,7.7
3gx0,3.48
1enu,5.08
3fhb,5.7
5eh5,5.87
3fx6,6.8
4ab9,3.33
4je8,5.21
5a81,5.54
5i88,6.6
5nvw,6.77
5fnf,3.15
3cj2,4.85
3gc5,7.26
6qgh,8.15
4pee,8.32
2qi3,10.2
5epl,7.03
4agl,3.65
2cbz,3.93
1g7f,5.47
1br6,3.22
1jqy,4.92
3p4v,5.1
4uof,4.84
2w9h,6.37
5ito,4.16
5ewy,4.3
1grp,3.72
1hvl,9.95
5ldm,3.86
1jys,3.52
3ibn,7.61
2zxg,8.82
1ado,6.0
1d2e,6.0
4q7w,2.64
2xys,7.42
5lvr,3.6
5exm,8.2
2q6f,5.44
3vbd,8.07
5o1f,4.52
10gs,6.4
1wcq,6.26
1fzm,7.7
1i9p,8.41
3f68,5.06
5mks,4.77
3ryv,7.07
2xbp,5.02
1koj,6.7
1m0n,2.22
1o5b,5.77
3td4,5.66
2b07,6.43
6czc,4.78
5cy9,6.66
2jke,4.23
3nox,8.66
1ogx,6.09
5yh8,6.78
4pvx,6.76
3rv8,4.92
3su6,6.02
5hz8,6.4
1o36,5.96
1ogd,3.03
3vvy,4.84
4ngn,7.55
2z1w,4.08
6nxz,5.46
3kv2,7.32
2xda,6.22
3alt,2.92
6ncn,3.05
5oh7,4.37
1pgp,5.7
2qta,5.76
5aa9,8.19
5j6n,7.77
6cbf,5.17
5elw,7.85
6qqq,5.17
6gfs,6.54
2buv,4.0
6hqy,6.44
4je7,6.4
3ioe,3.27
3u5j,5.61
2qpu,3.6
3wz8,5.82
2p3b,8.48
2jkh,8.05
3gvu,8.0
4hp0,6.12
2bys,9.52
4cpy,6.31
3hkw,8.64
2a14,5.7
3uew,6.31
2a5b,3.93
4m7j,6.11
4j44,5.73
1c5z,4.01
2ez7,4.36
1m1b,4.66
4rfm,10.05
6mla,4.38
4rfd,8.05
1d6w,5.96
3zdg,7.1
4x6n,8.82
5d24,5.24
2yi0,8.12
4ujb,8.0
6np4,4.44
3ouj,6.05
2brb,4.86
3hzv,6.52
3qqs,5.82
6pve,7.37
2zdn,6.25
3o9e,11.3
5zni,4.39
6std,8.64
1fcy,8.52
5b5f,5.25
2w5g,6.07
1e6q,3.15
4b0b,3.33
4c2v,9.0
6fz4,5.95
1n3i,8.89
6im4,7.4
3qox,6.57
2v7a,8.3
1hi4,4.49
1i2s,3.31
3gbb,6.9
2i4x,11.72
6cdo,8.97
2hjb,4.39
2xef,9.84
6qqz,6.74
2vvs,7.34
5m25,8.19
4kqp,6.05
5ufc,5.16
6b7b,2.89
1yvm,6.4
2r38,7.44
4b7p,9.46
5vkc,8.74
6abx,2.14
1k6v,6.92
6b59,8.09
3sxf,8.6
1drk,6.82
4yes,8.02
3h30,4.53
3lpl,5.62
5vcz,6.35
4yth,8.7
2h3e,5.7
186l,4.85
4zls,9.09
1ikt,3.4
5zc5,7.06
1v2o,4.73
3pfp,6.44
3rm4,5.77
6fag,6.59
6oja,9.7
4b5t,3.33
1ai4,2.5
3k8o,11.07
2nsj,4.79
2vb8,4.6
4ual,8.4
3zhx,6.68
1u33,4.6
6g24,2.77
5vsf,7.03
3rz5,7.89
3v2n,6.1
3ctt,6.35
3arx,5.33
4fsl,7.7
6szp,4.74
4few,5.21
5nkg,7.68
1li2,4.04
3u8k,8.66
3juk,4.89
2wnj,6.48
4buq,8.14
3bgz,6.26
3ikg,7.24
2b7d,8.7
5fh7,6.86
2wca,5.6
4or6,5.31
3zi8,5.66
4pp3,7.82
3f8e,7.23
3h8b,6.29
5uff,4.24
1z9y,7.19
6g2e,5.01
5jxq,8.15
1c3x,3.68
4qgd,7.43
5eek,9.1
6q4e,3.46
1w11,8.22
3h89,7.64
1ctt,4.52
4ymq,5.8
5h1t,3.8
6hoq,6.39
1hi3,4.19
6i63,7.01
6r8l,6.17
1b4z,5.23
1x8r,6.12
3b24,4.38
6edr,4.55
3b67,8.85
3eft,7.92
5i3w,9.22
6eed,6.09
1k6c,7.48
2uyq,5.68
4isi,8.14
6fnf,7.89
1o3j,6.77
1ocq,5.19
3zm9,7.42
1ydb,8.24
4j28,5.7
5his,4.71
5m9w,2.24
5jvi,6.51
6ckw,9.08
5fnu,8.89
5mpn,7.07
1rp7,8.52
1hyo,4.07
5upj,7.12
2zmm,7.6
6p85,4.99
4i7j,3.32
2avm,5.7
5fot,3.17
4b74,7.66
3sio,8.0
5g1z,5.32
4abh,4.15
3pn4,6.85
6c7q,9.15
5ive,7.57
2x96,4.03
4mc9,9.44
4w9h,6.73
3wto,6.92
5nk6,6.8
3ikd,6.75
3hkt,5.39
2pgz,5.74
4dfg,11.74
6dyw,10.44
1lyb,11.42
3wmc,6.51
2bo4,4.61
5h8g,10.32
1trd,5.4
6p83,7.1
3ekr,7.52
3up2,7.4
4gzw,4.52
3n9r,7.15
3sug,6.21
5mkr,4.77
4jxs,4.74
4der,6.31
3vf7,9.1
3nik,3.45
1zvx,9.22
5ljt,8.92
6n0j,5.37
1ur9,5.77
6ge7,6.06
4pf5,5.48
2zcq,8.82
3tk2,4.62
5sz0,9.1
1ii5,6.62
6euc,3.77
1kc7,5.52
3m3c,4.06
5tmn,8.04
4r4t,6.26
4hwo,8.54
3tao,5.14
4o61,4.3
1fkb,9.7
3lpp,6.22
5h1u,3.51
4q0k,4.87
3cct,7.56
6q3y,7.27
4b6s,6.01
3ozg,9.19
3ckp,6.35
4ban,8.61
6eeb,5.3
2rka,3.0
4agn,3.97
2v57,7.1
6eir,6.24
2r5a,2.6
5evk,4.92
4wkn,9.72
6m8q,6.43
4p5z,7.41
2izl,6.0
1wur,6.66
5cks,5.51
3elc,2.69
4kfq,8.23
1zoh,7.0
1q65,5.46
6gw4,5.92
3lp7,5.44
1qkt,9.04
5uk8,6.4
2vt3,4.15
5ii2,4.89
3zv7,5.92
4gid,10.77
3f70,4.85
5ikb,8.72
4app,7.19
2qnn,7.15
1c5p,4.68
3tzm,7.77
1nm6,10.05
4bcm,6.91
4qlk,3.24
3t3c,10.23
2o8h,7.6
3bgs,9.42
4ipi,5.32
5o9q,5.21
3ljo,6.62
5vc4,7.36
2v59,7.74
6fv4,2.92
5c2h,11.09
3vd9,4.0
1lf2,7.52
3imc,2.96
3shc,5.72
6cpw,8.25
4h3g,8.22
4pzv,5.7
5dyo,10.21
5e7n,6.09
2f6t,4.62
4j21,7.41
4g8y,4.59
1ec9,3.1
3hv8,6.98
1qy1,6.52
6czf,5.8
4fys,4.82
6a87,3.15
2zc9,6.74
4k3n,7.96
3sr4,6.54
2fxs,6.06
6bs3,5.82
3myg,10.7
5n18,5.68
1cnx,7.37
1yq7,7.09
5vh0,4.52
4s1g,9.22
4lyw,6.63
4bao,8.37
3kmx,4.82
1olu,4.41
5dkn,3.69
5i9z,8.05
4des,5.85
4dy6,4.4
5i3y,9.4
5uc4,6.46
5nn6,5.52
1o30,6.77
1lhu,8.83
4up5,2.6
4duh,5.18
3c39,3.96
1ql7,5.0
3kgt,5.51
5fns,5.4
5ei3,4.25
5oqu,3.61
1nvq,8.25
1oz0,7.7
4ieh,7.85
5dit,6.15
1o35,5.0
3hku,8.3
2wlz,4.6
3ioc,3.68
3f5j,4.28
5l9l,7.1
3zt3,2.86
5oei,5.8
5k1f,4.79
1pot,5.49
6gnm,4.26
1aj7,3.87
5za8,6.29
4dcs,5.1
3gba,9.07
4yc0,4.13
4g0q,2.52
3n0n,7.3
3cyz,7.22
5jy3,7.92
2p4j,8.96
4mo8,8.0
1sdt,9.27
2jdu,6.72
2za5,8.43
4p3h,6.0
3lzs,10.96
3bu1,8.15
5d48,7.52
4u6z,5.41
5yl2,4.5
3fur,8.0
3dln,6.6
4lm3,2.92
4u0f,5.92
3gvb,2.59
3mf5,5.36
6hly,7.33
6j0g,5.64
3vtr,5.57
4kx8,7.13
5n17,5.32
3l4z,6.72
3fql,7.15
3po1,4.02
5dpx,4.46
6if0,6.51
4cwt,6.75
5ihh,6.41
2r59,8.19
3cm2,6.47
5ew0,6.59
6mlo,6.1
3i51,7.7
1jaq,4.48
1dzk,6.1
1elr,4.96
4mc2,8.19
1bv9,9.96
2vpn,6.72
5os8,3.98
1v2t,4.71
4pv5,6.54
3huc,5.99
4mme,6.5
2xj1,7.55
5cst,6.96
1atr,6.96
1t7j,8.7
5msb,7.46
4q81,3.02
2boj,5.77
3e12,5.99
3ljg,7.73
1mh5,9.21
4j3l,7.8
2pqz,5.67
3vhk,4.6
3nw3,6.49
4v24,8.37
1c5c,6.96
3bvb,5.49
4mhy,6.47
4f9y,6.74
2jew,6.69
5oku,6.26
5win,7.03
1yds,5.92
6phx,3.32
5e2o,8.7
3fjg,3.73
6h1u,5.32
1mmr,5.4
1w13,8.7
4kp8,5.48
5i7x,7.28
3mzc,6.65
5oot,7.55
2ovv,7.92
3t82,7.0
4cu7,7.59
1dl7,6.49
5ioz,4.96
2i4j,6.16
1ajn,2.63
5qtt,8.47
2p7z,6.58
5js3,6.73
6fgg,4.77
5kva,5.14
1iih,2.89
6exj,4.33
2o4j,10.1
1adl,5.36
4eo6,8.7
4zv1,5.24
4f09,6.7
6n3y,5.44
4xt2,7.15
6d16,5.08
1lrh,6.82
2a5c,4.62
2ra6,4.52
6hay,7.01
2vvc,8.52
5cu4,6.49
1fd0,8.4
4gj2,8.6
3hkq,5.34
1b1h,7.03
4gq4,7.66
4ew3,6.74
5ohy,5.17
1p19,4.11
4fai,6.99
3vh9,6.24
6jap,4.8
2x7u,5.27
5efh,6.1
6g34,8.24
3rf4,6.25
1rbp,6.72
4epy,3.47
1ogz,5.85
6r11,4.92
4m6u,2.74
3l59,3.7
4fnn,7.57
6d56,8.05
2rkg,8.09
4leq,6.54
1e66,9.89
4dbm,7.62
4o97,8.52
4h85,5.15
4cwq,7.06
2i4u,11.57
4yk0,3.74
6o5u,4.38
5l9g,7.7
4llj,3.42
5anv,9.3
2gss,4.94
1zdp,5.74
3uug,4.51
4bc5,4.6
6n9l,6.7
5kr2,8.48
5lz4,5.7
6d78,8.74
6nfy,7.8
4p6c,4.0
4llp,4.8
5wa9,6.76
5nlk,7.46
2y5f,8.7
6ndl,7.19
4ap7,7.96
5wgp,5.62
2e27,9.35
5oq8,5.85
1qaw,5.12
2qnq,6.11
3uod,7.31
3s75,6.82
5l4m,5.34
1yet,5.92
3mof,3.07
5uov,10.6
1nhz,6.08
1qb6,6.06
6f9v,6.76
1o3d,7.13
5hwv,5.07
4nku,4.67
1lgt,6.1
3cd7,7.84
3ip9,5.62
5l8c,7.0
1i9n,8.66
2d1o,7.7
5oha,4.89
1bq4,5.22
5d3t,4.92
5zag,6.97
4w52,3.76
3bra,2.7
5nw2,6.49
6elp,6.63
6cfc,3.68
3mna,7.39
1o5r,8.12
4o07,7.38
1ec0,8.49
2aoc,4.89
2aod,5.66
4owm,2.96
6qlr,4.82
5gs9,5.26
5l9i,7.0
1jmg,6.07
1g2l,7.24
4rd6,6.28
4g8v,5.8
4m8y,9.96
3dbu,8.06
4tjz,5.97
2zft,6.52
4mq6,6.47
1u71,7.48
1w3k,4.3
3g19,6.67
1g53,9.04
1eld,6.7
3djp,4.2
4ca6,6.74
6orr,9.3
3gk1,4.1
3hu3,6.89
4j93,4.7
2w08,3.42
5i3x,8.1
4ad6,4.78
2wgj,8.7
1pr5,3.92
2glp,5.01
3hll,8.24
2vw1,3.52
1d3d,9.09
3uu1,5.2
1od8,5.1
5d1r,4.84
4mmp,7.71
5cep,6.84
5i3a,5.05
4gfm,7.22
4n9a,4.19
3t5u,7.59
5btv,3.85
5mod,3.52
1njc,5.55
6o0m,9.34
2w8j,2.96
1a4w,5.92
1gvx,7.22
1y6r,10.11
5flq,2.97
3s9e,5.13
1j14,4.49
4jym,5.04
5l3a,4.89
4zb8,6.03
4czs,5.0
4q08,6.3
6h29,5.62
3q6z,3.72
1o38,6.82
6fmj,6.12
6qlu,4.64
1tom,8.3
4i72,9.05
2vzr,4.28
1eby,9.7
4kyh,5.92
2w66,4.05
1o2j,6.92
1sr7,10.1
4jzi,7.4
4q3t,6.48
4g90,4.51
1o2z,6.11
4acc,7.7
1v7a,8.01
1b6h,7.82
6jof,4.98
4wrb,6.19
1hii,7.28
3kr4,7.6
4ovg,3.69
3o7u,7.28
4io3,6.06
6faf,6.51
3t0d,2.37
3c84,7.85
6jdl,4.89
5mrb,6.33
5mwp,7.5
3b66,8.6
5owl,5.92
3bkl,6.17
3o56,9.1
3f3e,7.7
3f48,6.29
3dd0,9.0
3coz,5.57
1d4i,8.85
2doo,7.17
5vd3,5.55
1tq4,6.19
5ivc,5.92
3t64,6.7
2p2a,6.12
2cgf,6.41
5u11,5.35
5t19,4.49
4aci,2.22
1gj6,7.0
4xas,6.59
4oks,4.48
3si4,3.88
5hcy,8.92
1z95,7.12
4zei,5.88
5x74,8.64
3sww,8.4
2wly,6.6
6mlj,7.26
5ceq,7.38
3pe2,9.76
4q4p,6.39
2bpv,7.67
4m2v,7.44
5i3v,7.8
2h4g,6.52
1xka,6.88
2e2p,4.74
1y3x,5.14
4daf,7.12
2q8z,5.68
2qbr,6.33
5llc,9.52
5g4m,3.86
3r4n,6.89
3fas,6.77
5a5q,4.68
5wxh,6.15
4z0q,8.17
2uy3,3.22
3s0d,7.05
5vb7,6.72
3pcj,7.22
4bf1,8.62
4fz3,3.73
4qsu,2.0
3acw,4.76
3q7q,5.65
1qf0,7.38
4tu4,3.76
5fh8,6.77
456c,9.77
6d1i,4.09
3ibu,9.15
3f18,7.4
4b3c,2.68
2q88,5.8
5irr,5.27
6i11,4.53
6olx,5.38
4i54,6.96
5nxp,7.99
4ddk,2.29
3qgy,7.8
6gl9,6.87
5l2s,7.08
6r1b,5.44
1mrs,3.96
2f81,10.52
5v82,10.15
6ny0,5.4
4fcq,7.0
7upj,8.49
3su1,6.68
1b7h,8.02
1sld,6.57
3ggu,9.77
2ptz,7.82
5ie1,6.85
1hlk,5.0
1kv1,5.94
2i2c,4.7
2x7t,6.63
6e7j,9.48
4zzx,6.9
184l,4.72
1wdn,6.3
2qd6,8.68
1o2q,7.68
1lst,7.85
4kow,4.31
1ppc,6.16
6d1a,4.35
3ime,3.0
3n9s,5.26
2xxx,6.41
6st0,5.13
4pg9,7.8
3kgu,5.92
2xyt,6.29
6dpt,7.11
2h4k,5.49
4kif,4.84
3si3,4.16
4aq4,6.17
3rm9,4.77
3rz7,8.96
5kby,8.82
1owh,7.4
6eq3,6.15
1d4j,8.36
6jao,4.86
6qr4,6.23
4cjp,3.32
4i8w,10.9
4lrr,5.22
4zw5,4.43
4r59,7.96
1w9v,6.34
3n2p,7.82
1c5y,4.2
6eif,6.98
5e8f,8.64
3b7r,7.7
3uj9,4.63
5za7,5.87
5otz,5.19
6k3l,7.22
1mjj,8.74
6pga,4.54
4lps,5.74
2yme,7.66
2j79,5.96
2yfa,5.07
1wvj,6.73
4r4c,5.54
5jg1,8.72
1bxr,3.4
4poj,8.1
2v2c,3.41
4qev,7.66
3fzn,4.01
2on6,6.76
2f2h,5.7
4y3j,2.17
3veh,4.96
2e94,8.0
1r1j,8.64
3dcc,8.96
5fog,3.67
4ygf,7.68
1bnv,8.77
4w9o,7.77
5n1s,7.99
6g5u,6.4
4yxi,6.5
4cp5,3.34
1bjv,5.54
3n2u,7.84
1dgm,5.05
3ehy,5.85
5vb5,6.46
2vvu,8.1
5fox,3.17
4br3,5.72
3k00,5.77
3n8k,4.05
1afk,6.62
6qmj,7.36
3c2r,3.11
5njz,7.8
4ewn,6.7
1olx,4.33
4ai5,2.92
1om1,6.77
6pl1,7.65
4bt3,3.12
5obg,7.13
5d3c,10.4
4r5t,6.1
5lz7,6.28
5vja,6.59
6p87,4.6
1d7j,3.3
4keq,3.82
3fv1,9.3
3g0e,7.7
4b3d,2.68
1bdq,6.34
5n0e,8.44
2hah,8.0
1ua4,4.22
3v2p,6.36
2zwz,7.79
2o4z,6.25
1zge,7.3
6csq,6.39
2q38,5.23
4tln,3.72
2yb0,3.85
1kui,3.77
3aas,4.51
3r6u,4.52
1hp5,6.55
4ceb,2.97
5yqx,6.96
6ggb,5.39
1vyg,8.0
6nyv,6.51
6en5,7.94
4hdp,7.51
4q1x,11.15
1bn3,9.89
3kjd,8.54
1yej,7.46
2yfx,8.09
1o7o,4.49
2ypo,4.68
2qi5,10.85
5dwr,11.22
3ary,6.0
4cpz,7.68
1uz8,4.96
6cq1,3.66
2o4l,9.22
4rfc,8.24
5my8,7.14
2xd9,6.46
3ed0,6.35
5lz5,6.35
6qz5,6.08
4zba,5.51
5fol,3.67
5d6j,4.44
1qbn,5.85
6epy,6.46
4in9,4.97
3uxl,5.57
6pg6,3.7
3k4d,5.11
6ajv,5.04
4jh0,9.03
1o5a,6.42
3igp,7.02
5d3h,5.1
2xyf,8.44
4und,8.96
1g7g,6.6
3g0i,3.6
5m17,3.66
4ejl,5.14
1j37,8.96
3tkw,5.27
5etb,4.54
4z1e,8.24
5mmg,6.01
5kax,6.11
4ncn,5.67
6g39,8.34
6s4n,6.79
4ddh,3.3
6gnw,4.99
1izi,6.59
6h2t,4.82
2avs,7.57
6guh,7.59
2p16,10.1
5uez,6.01
3zsx,3.28
6g2c,4.66
6gvf,7.55
4cgi,3.12
3jvs,6.54
2oiq,5.0
1b3l,5.89
4q8x,3.57
1fv0,5.93
3u8n,10.17
1bzy,8.34
3b3x,3.6
1xhy,6.18
4dkr,6.52
1m2q,6.1
4xu1,9.49
5upf,8.6
4ivb,8.72
6jfk,4.84
4x3k,4.56
6p9e,7.17
4km0,6.04
5osl,3.43
5ivv,6.35
3zns,7.41
4avs,3.49
4bks,3.82
4kn1,6.84
4kz3,2.77
1utm,3.01
1ppm,5.8
5g1a,6.57
3iue,5.82
2yge,5.06
4u43,4.32
6gl8,8.61
2br1,5.14
6h5x,10.82
1c70,10.3
1f0t,6.0
3jrs,4.28
5u12,5.07
6gjj,3.7
5z99,6.88
4x5q,9.0
4bcp,6.25
3zxz,8.4
4rra,4.87
3arw,6.15
6ugn,6.12
1ypg,8.0
2jiw,4.59
6i65,6.41
1mes,7.7
2pqc,5.74
1qft,8.77
5sz2,8.7
4gzx,3.19
4q3u,6.44
5aol,2.32
4qf7,8.6
1a30,4.3
4zw8,5.96
1phw,3.3
2e91,6.59
1c5x,6.68
2zq0,6.82
1zsf,9.92
4x6o,8.72
4v01,8.11
5n3y,5.03
3v3q,6.6
2oxd,6.82
2weg,6.5
4e3g,4.97
3neo,5.92
2v2q,4.15
4xaq,7.14
5zym,5.77
4ksy,8.42
1ydk,5.89
3bxe,5.48
3fed,7.46
4ndu,2.74
2jjb,7.92
5txy,5.46
